time_ms,Lead_I,Lead_II,Lead_III
16574,-0.0297,-0.0236,0.0061
16576,-0.0071,-0.0151,-0.008
16578,-0.0293,-0.0125,0.0168
16580,-0.0226,-0.0102,0.0124
16582,0.0068,-0.035,-0.0418
16584,-0.0082,-0.0099,-0.0017
16586,-0.0206,-0.0253,-0.0047
16588,-0.0358,-0.0041,0.0318
16590,0.0097,-0.0048,-0.0145
16592,-0.0085,-0.0341,-0.0256
16594,-0.0162,-0.0099,0.0063
16596,-0.0167,-0.0042,0.0125
16598,0.0005,-0.0053,-0.0059
16600,0.01,-0.0155,-0.0255
16602,-0.0173,-0.0251,-0.0078
16604,-0.005,-0.0275,-0.0224
16606,-0.0165,-0.0257,-0.0092
16608,-0.0179,-0.0236,-0.0057
16610,-0.0017,-0.028,-0.0262
16612,-0.024,-0.0109,0.0131
16614,-0.0024,-0.0015,0.0009
16616,-0.0292,-0.0158,0.0135
16618,-0.028,0.0116,0.0397
16620,0.0027,0.0108,0.0081
16622,-0.0053,-0.016,-0.0107
16624,-0.0183,-0.0078,0.0105
16626,-0.0082,0.0116,0.0198
16628,-0.0269,-0.0295,-0.0026
16630,-0.0316,-0.017,0.0145
16632,-0.01,-0.0307,-0.0207
16634,-0.0302,-0.0215,0.0087
16636,-0.0189,-0.0398,-0.021
16638,-0.0195,-0.014,0.0055
16640,-0.0142,-0.0103,0.0039
16642,-0.0055,-0.0188,-0.0132
16644,-0.01,-0.0096,0.0004
16646,-0.0277,-0.0158,0.0119
16648,-0.003,-0.0178,-0.0148
16650,-0.001,-0.0381,-0.0371
16652,-0.0142,-0.0354,-0.0212
16654,-0.0293,-0.0335,-0.0042
16656,-0.0126,-0.017,-0.0045
16658,-0.0249,-0.0399,-0.015
16660,-0.0199,-0.0233,-0.0035
16662,-0.004,-0.038,-0.034
16664,-0.0066,-0.0082,-0.0016
16666,-0.0231,-0.0006,0.0225
16668,-0.0176,-0.0014,0.0162
16670,-0.0109,-0.0194,-0.0085
16672,-0.0189,-0.0326,-0.0137
16674,0.005,-0.0066,-0.0116
16676,-0.0399,-0.0186,0.0213
16678,-0.0134,-0.0168,-0.0034
16680,-0.0114,-0.0042,0.0072
16682,-0.0163,-0.0039,0.0124
16684,-0.0284,-0.0264,0.002
16686,-0.0248,-0.0173,0.0074
16688,-0.0101,-0.0163,-0.0062
16690,-0.0107,0.0151,0.0259
16692,-0.0129,-0.0223,-0.0095
16694,-0.0168,-0.0134,0.0033
16696,-0.0082,-0.028,-0.0198
16698,-0.01,0.0137,0.0236
16700,0.0041,-0.0019,-0.006
16702,0.0083,-0.0038,-0.0122
16704,-0.0149,0.0068,0.0217
16706,0.002,0.0312,0.0292
16708,0.0135,0.057,0.0435
16710,0.0083,0.0383,0.03
16712,0.0193,0.0681,0.0488
16714,0.0337,0.0644,0.0308
16716,0.0554,0.0763,0.0209
16718,0.0653,0.0722,0.0069
16720,0.0832,0.0919,0.0087
16722,0.0829,0.1439,0.061
16724,0.0612,0.1483,0.0871
16726,0.1162,0.1845,0.0683
16728,0.1304,0.1918,0.0614
16730,0.1124,0.2192,0.1067
16732,0.1328,0.2427,0.1098
16734,0.1345,0.2337,0.0991
16736,0.1451,0.2438,0.0986
16738,0.1437,0.2631,0.1195
16740,0.1634,0.2875,0.1241
16742,0.1661,0.2657,0.0996
16744,0.1475,0.2677,0.1201
16746,0.1609,0.2621,0.1011
16748,0.1483,0.2638,0.1155
16750,0.1497,0.264,0.1143
16752,0.1262,0.2259,0.0996
16754,0.153,0.23,0.077
16756,0.1216,0.2056,0.084
16758,0.1172,0.1682,0.051
16760,0.0951,0.144,0.0489
16762,0.0514,0.1453,0.0938
16764,0.0717,0.1282,0.0565
16766,0.0746,0.1009,0.0263
16768,0.048,0.0854,0.0374
16770,0.0454,0.0641,0.0187
16772,0.0099,0.0523,0.0424
16774,0.0216,0.0473,0.0257
16776,0.0084,0.0557,0.0472
16778,-0.0107,0.0301,0.0408
16780,0.0033,0.0172,0.014
16782,0.0131,0.0065,-0.0066
16784,-0.0114,0.0016,0.0129
16786,0.0004,0.0188,0.0184
16788,-0.0193,-0.0296,-0.0102
16790,-0.0038,0.0065,0.0104
16792,-0.0138,-0.024,-0.0102
16794,-0.025,-0.0148,0.0103
16796,-0.011,-0.0299,-0.0189
16798,-0.019,-0.0031,0.0159
16800,-0.0372,-0.0428,-0.0056
16802,-0.017,-0.0337,-0.0166
16804,-0.0185,-0.0283,-0.0099
16806,-0.0222,-0.0108,0.0114
16808,0.0108,-0.0179,-0.0287
16810,-0.0072,0.0051,0.0122
16812,0.0281,0.0609,0.0328
16814,0.0919,0.1904,0.0984
16816,0.202,0.3622,0.1602
16818,0.3709,0.6206,0.2497
16820,0.5661,0.9443,0.3783
16822,0.8089,1.3001,0.4911
16824,0.9711,1.5911,0.6201
16826,1.1271,1.7877,0.6606
16828,1.1626,1.8519,0.6893
16830,1.0676,1.7297,0.6621
16832,0.8684,1.4518,0.5834
16834,0.6599,1.1064,0.4465
16836,0.4579,0.7448,0.287
16838,0.2641,0.4023,0.1382
16840,0.0736,0.1472,0.0737
16842,-0.0413,-0.0371,0.0042
16844,-0.0885,-0.1102,-0.0217
16846,-0.1332,-0.1654,-0.0322
16848,-0.1021,-0.1448,-0.0427
16850,-0.0985,-0.1307,-0.0322
16852,-0.0704,-0.0712,-0.0008
16854,-0.0418,-0.0503,-0.0085
16856,-0.0286,-0.0167,0.0119
16858,-0.0113,-0.0134,-0.0022
16860,-0.0114,-0.0148,-0.0034
16862,0.0052,0.0193,0.0141
16864,0.0009,0.0423,0.0414
16866,0.0068,0.0152,0.0085
16868,0.0062,0.0569,0.0507
16870,0.015,0.0607,0.0457
16872,0.0082,0.0245,0.0164
16874,0.0262,0.0416,0.0154
16876,0.0379,0.0544,0.0165
16878,0.0405,0.0693,0.0288
16880,0.0286,0.0753,0.0466
16882,0.0262,0.0695,0.0432
16884,0.0424,0.0865,0.044
16886,0.0357,0.0891,0.0534
16888,0.0405,0.1062,0.0657
16890,0.057,0.1042,0.0472
16892,0.0626,0.1088,0.0462
16894,0.0546,0.1049,0.0503
16896,0.0458,0.1177,0.0719
16898,0.0704,0.1173,0.047
16900,0.0848,0.1384,0.0537
16902,0.0545,0.1236,0.0691
16904,0.0803,0.156,0.0757
16906,0.0873,0.1629,0.0757
16908,0.0718,0.1538,0.0819
16910,0.1145,0.154,0.0396
16912,0.1078,0.1857,0.0778
16914,0.1036,0.1799,0.0763
16916,0.1194,0.1905,0.0711
16918,0.1421,0.2232,0.0811
16920,0.1151,0.2311,0.116
16922,0.1499,0.229,0.0791
16924,0.1691,0.2652,0.0961
16926,0.1453,0.2734,0.1281
16928,0.1643,0.2559,0.0915
16930,0.181,0.278,0.097
16932,0.1836,0.3075,0.1239
16934,0.1689,0.3213,0.1524
16936,0.1804,0.3244,0.1441
16938,0.1881,0.3146,0.1265
16940,0.205,0.3667,0.1617
16942,0.2151,0.3974,0.1822
16944,0.2336,0.3688,0.1352
16946,0.2258,0.3967,0.1709
16948,0.2403,0.3796,0.1393
16950,0.2178,0.4276,0.2099
16952,0.227,0.3917,0.1647
16954,0.2565,0.4143,0.1578
16956,0.2361,0.4245,0.1884
16958,0.2731,0.4419,0.1689
16960,0.2695,0.4367,0.1672
16962,0.2776,0.4304,0.1528
16964,0.2434,0.4044,0.161
16966,0.2644,0.422,0.1576
16968,0.2587,0.3829,0.1242
16970,0.2409,0.4174,0.1765
16972,0.2315,0.4068,0.1753
16974,0.2415,0.4079,0.1664
16976,0.243,0.3695,0.1265
16978,0.2413,0.3939,0.1526
16980,0.2393,0.3573,0.118
16982,0.2028,0.3574,0.1545
16984,0.1858,0.3412,0.1554
16986,0.1993,0.3509,0.1517
16988,0.175,0.2982,0.1232
16990,0.174,0.3106,0.1366
16992,0.165,0.3109,0.1459
16994,0.1732,0.2815,0.1083
16996,0.1432,0.258,0.1148
16998,0.1571,0.2241,0.067
17000,0.1393,0.2211,0.0818
17002,0.1167,0.1935,0.0768
17004,0.1072,0.2042,0.0971
17006,0.1003,0.1718,0.0716
17008,0.0797,0.1905,0.1108
17010,0.1017,0.1723,0.0706
17012,0.0651,0.1244,0.0593
17014,0.0801,0.1318,0.0517
17016,0.0464,0.08,0.0336
17018,0.045,0.1111,0.0661
17020,0.0289,0.1008,0.0719
17022,0.0425,0.0709,0.0284
17024,0.0233,0.08,0.0567
17026,0.0311,0.0542,0.0231
17028,-0.0016,0.0491,0.0508
17030,0.018,0.0414,0.0234
17032,0.0281,0.034,0.006
17034,0.0063,0.019,0.0126
17036,0.0156,0.0374,0.0218
17038,-0.0003,0.0032,0.0036
17040,-0.011,0.0173,0.0283
17042,-0.0039,0.0123,0.0161
17044,0.0015,0.0283,0.0268
17046,0.0174,-0.0127,-0.0301
17048,-0.0314,0.002,0.0334
17050,-0.0249,-0.0153,0.0097
17052,-0.0066,0.0016,0.0082
17054,-0.0202,-0.0294,-0.0091
17056,-0.0291,-0.0302,-0.0011
17058,-0.0102,-0.0181,-0.0079
17060,-0.0219,-0.0189,0.003
17062,-0.0336,-0.0297,0.0039
17064,-0.0406,-0.0231,0.0175
17066,-0.0306,-0.0304,0.0003
17068,-0.0309,-0.0322,-0.0013
17070,-0.0212,-0.0133,0.0079
17072,-0.0191,-0.0114,0.0077
17074,-0.0263,-0.0244,0.0019
17076,-0.043,-0.0072,0.0358
17078,-0.021,-0.0341,-0.0131
17080,-0.0375,-0.0241,0.0134
17082,-0.0356,-0.0275,0.0081
17084,-0.0243,-0.0397,-0.0153
17086,-0.0271,-0.0566,-0.0294
17088,-0.0475,-0.0292,0.0183
17090,-0.0323,-0.0473,-0.0151
17092,-0.0474,-0.0322,0.0152
17094,-0.0334,-0.0248,0.0087
17096,-0.0284,-0.0323,-0.0039
17098,-0.011,-0.021,-0.01
17100,-0.0333,-0.0482,-0.0148
17102,-0.0156,-0.029,-0.0134
17104,-0.0288,-0.0165,0.0123
17106,-0.0319,-0.0144,0.0175
17108,-0.0161,-0.0241,-0.008
17110,-0.0425,-0.0333,0.0093
17112,-0.0508,-0.0239,0.0269
17114,-0.0252,-0.0311,-0.0058
17116,0.0013,-0.0341,-0.0353
17118,-0.0219,-0.0312,-0.0093
17120,-0.0315,-0.0385,-0.007
17122,-0.0285,-0.0211,0.0074
17124,-0.0217,-0.0374,-0.0157
17126,-0.0472,-0.0385,0.0087
17128,-0.0215,-0.0559,-0.0344
17130,-0.0515,-0.0273,0.0241
17132,-0.0383,-0.0203,0.0179
17134,-0.0338,-0.048,-0.0142
17136,-0.0299,-0.062,-0.032
17138,-0.0428,-0.0383,0.0045
17140,-0.0248,-0.0263,-0.0016
17142,-0.0259,-0.038,-0.0121
17144,-0.037,-0.0061,0.0308
17146,-0.0455,-0.0468,-0.0013
17148,-0.0168,-0.0355,-0.0186
17150,-0.0372,-0.0425,-0.0053
17152,-0.0245,-0.0338,-0.0093
17154,-0.0579,-0.0522,0.0057
17156,-0.018,-0.0129,0.0051
17158,-0.0278,-0.0186,0.0092
17160,-0.0498,-0.0205,0.0293
17162,-0.0414,-0.027,0.0144
17164,-0.053,-0.0443,0.0087
17166,-0.0233,-0.0176,0.0056
17168,-0.0381,-0.0486,-0.0105
17170,-0.0178,-0.0288,-0.011
17172,-0.0194,-0.0228,-0.0034
17174,-0.0392,-0.0261,0.0131
17176,-0.0312,-0.042,-0.0108
17178,-0.0223,-0.0229,-0.0006
17180,-0.0169,-0.0392,-0.0223
17182,-0.0369,-0.0301,0.0069
17184,-0.0303,-0.0439,-0.0136
17186,-0.0237,-0.014,0.0097
17188,-0.0328,-0.011,0.0218
17190,-0.0261,-0.0378,-0.0117
17192,-0.0345,-0.0421,-0.0076
17194,-0.0295,-0.0318,-0.0023
17196,-0.0377,-0.048,-0.0103
17198,-0.0284,-0.0106,0.0178
17200,-0.0293,-0.0324,-0.0031
17202,-0.0424,-0.0335,0.009
17204,-0.01,-0.0405,-0.0305
17206,-0.031,-0.0327,-0.0017
17208,-0.0446,-0.0275,0.0171
17210,-0.0362,-0.042,-0.0057
17212,-0.0343,-0.0123,0.022
17214,-0.0181,-0.0534,-0.0352
17216,-0.0146,-0.0494,-0.0348
17218,-0.0329,-0.0348,-0.0019
17220,-0.0269,-0.0381,-0.0112
17222,-0.0465,-0.0393,0.0072
17224,-0.04,-0.0243,0.0157
17226,-0.0413,-0.021,0.0202
17228,-0.0319,-0.0491,-0.0172
17230,-0.0353,-0.0315,0.0038
17232,-0.0235,-0.0308,-0.0073
17234,-0.0499,-0.0396,0.0104
17236,-0.0362,-0.0266,0.0095
17238,-0.0487,-0.0077,0.0409
17240,-0.0421,-0.0076,0.0345
17242,-0.0326,-0.0281,0.0045
17244,-0.0552,-0.0293,0.0259
17246,-0.0448,-0.0329,0.0118
17248,-0.0326,-0.0274,0.0051
17250,-0.0336,-0.0333,0.0003
17252,-0.0464,-0.0313,0.0151
17254,-0.0193,-0.0414,-0.0221
17256,-0.0308,-0.0482,-0.0174
17258,-0.026,-0.0257,0.0003
17260,-0.0074,-0.037,-0.0296
17262,-0.0411,-0.0462,-0.0051
17264,-0.0346,-0.0417,-0.0072
17266,-0.0476,-0.042,0.0056
17268,-0.0338,-0.0358,-0.002
17270,-0.0408,-0.014,0.0268
17272,-0.0324,-0.0165,0.0159
17274,-0.0506,-0.0464,0.0042
17276,-0.0486,-0.0344,0.0141
17278,-0.0524,-0.0217,0.0307
17280,-0.0254,-0.0408,-0.0154
17282,-0.0389,-0.024,0.0148
17284,-0.0476,-0.0441,0.0035
17286,-0.0592,-0.0478,0.0114
17288,-0.0358,-0.0347,0.0012
17290,-0.0433,-0.0489,-0.0056
17292,-0.0308,-0.0672,-0.0364
17294,-0.0317,-0.0415,-0.0099
17296,-0.0327,-0.0405,-0.0079
17298,-0.0561,-0.0473,0.0087
17300,-0.0372,-0.0185,0.0187
17302,-0.0378,-0.0366,0.0011
17304,-0.0452,-0.0336,0.0115
17306,-0.0147,-0.045,-0.0303
17308,-0.0519,-0.052,-0.0002
17310,-0.0284,-0.0405,-0.0121
17312,-0.039,-0.0309,0.0081
17314,-0.0321,-0.0311,0.001
17316,-0.0094,-0.0317,-0.0224
17318,-0.0411,-0.0672,-0.0261
17320,-0.0224,-0.0325,-0.0101
17322,-0.0279,-0.05,-0.0221
17324,-0.0276,-0.0424,-0.0148
17326,-0.0294,-0.0131,0.0163
17328,-0.0495,-0.0349,0.0146
17330,-0.0382,-0.0389,-0.0006
17332,-0.0284,-0.0235,0.0049
17334,-0.0521,-0.0557,-0.0036
17336,-0.0361,-0.0237,0.0125
17338,-0.0597,-0.0312,0.0285
17340,-0.0445,-0.034,0.0105
17342,-0.0346,-0.0225,0.012
17344,-0.0415,-0.0592,-0.0177
17346,-0.0213,-0.0275,-0.0062
17348,-0.0292,-0.0222,0.007
17350,-0.0269,-0.0446,-0.0177
17352,-0.0358,-0.029,0.0068
17354,-0.0292,-0.0413,-0.0121
17356,-0.0349,-0.0237,0.0112
17358,-0.0396,-0.0074,0.0322
17360,-0.0378,-0.0395,-0.0018
17362,-0.0146,-0.0492,-0.0346
17364,-0.0368,-0.0559,-0.0191
17366,-0.0499,-0.0465,0.0033
17368,-0.047,-0.0457,0.0013
17370,-0.0376,-0.0337,0.0039
17372,-0.0171,-0.0469,-0.0298
17374,-0.0213,-0.0415,-0.0202
17376,-0.0277,-0.0482,-0.0205
17378,-0.0391,-0.0504,-0.0113
17380,-0.0402,-0.0312,0.009
17382,-0.0455,-0.0446,0.0008
17384,-0.0426,-0.0172,0.0254
17386,-0.0281,-0.0343,-0.0061
17388,-0.0461,-0.0664,-0.0203
17390,-0.0699,-0.0635,0.0064
17392,-0.0492,-0.0514,-0.0022
17394,-0.0411,-0.0291,0.012
17396,-0.0517,-0.0589,-0.0073
17398,-0.0557,-0.0557,0
17400,-0.0273,-0.014,0.0133
17402,-0.0433,-0.016,0.0273
17404,-0.0417,-0.0311,0.0106
17406,-0.0237,-0.0483,-0.0246
17408,-0.0358,-0.0437,-0.0079
17410,-0.018,-0.0302,-0.0122
17412,-0.0294,-0.0303,-0.0009
17414,-0.0446,-0.0104,0.0342
17416,-0.0491,-0.0496,-0.0005
17418,-0.0469,-0.0543,-0.0074
17420,-0.0552,-0.0313,0.0239
17422,-0.0573,-0.033,0.0243
17424,-0.0366,-0.0453,-0.0087
17426,-0.0244,-0.043,-0.0186
17428,-0.0534,-0.02,0.0334
17430,-0.0474,-0.033,0.0144
17432,-0.0157,-0.0625,-0.0468
17434,-0.0377,-0.024,0.0137
17436,-0.0333,-0.0657,-0.0324
17438,-0.0496,-0.0432,0.0065
17440,-0.0356,-0.0367,-0.0011
17442,-0.0213,-0.0441,-0.0228
17444,-0.0307,-0.0134,0.0173
17446,-0.0522,-0.0554,-0.0033
17448,-0.0425,-0.0461,-0.0036
17450,-0.0496,-0.0369,0.0127
17452,-0.027,-0.038,-0.011
17454,-0.0331,-0.0383,-0.0053
17456,-0.0311,-0.0169,0.0142
17458,-0.0361,-0.0385,-0.0024
17460,-0.0664,-0.0591,0.0073
17462,-0.0454,-0.0451,0.0003
17464,-0.0358,-0.0395,-0.0037
17466,-0.0438,-0.0321,0.0117
17468,-0.0329,-0.047,-0.0141
17470,-0.0325,-0.031,0.0015
17472,-0.0297,-0.0393,-0.0096
17474,-0.0462,-0.0441,0.0021
17476,-0.0265,-0.0472,-0.0207
17478,-0.0572,-0.0497,0.0075
17480,-0.0446,-0.0198,0.0248
17482,-0.0327,-0.0207,0.012
17484,-0.0334,-0.0236,0.0099
17486,-0.0294,-0.0252,0.0041
17488,-0.0273,0.0035,0.0308
17490,-0.0086,-0.0173,-0.0087
17492,-0.0384,0.0036,0.042
17494,-0.0273,-0.0213,0.006
17496,-0.0208,0.0038,0.0247
17498,-0.004,0.0107,0.0147
17500,-0.0082,0.046,0.0542
17502,-0.0065,0.0231,0.0295
17504,0.0125,0.0287,0.0162
17506,0.0233,0.0889,0.0656
17508,0.0266,0.0813,0.0547
17510,0.043,0.1258,0.0828
17512,0.0557,0.1057,0.05
17514,0.0464,0.1075,0.0611
17516,0.0762,0.1669,0.0907
17518,0.0902,0.1856,0.0954
17520,0.1103,0.1808,0.0704
17522,0.132,0.2179,0.0859
17524,0.105,0.2284,0.1233
17526,0.1231,0.2167,0.0936
17528,0.1333,0.2568,0.1235
17530,0.1413,0.2476,0.1063
17532,0.1272,0.2549,0.1277
17534,0.1411,0.2351,0.094
17536,0.1213,0.2534,0.1321
17538,0.1266,0.2174,0.0908
17540,0.122,0.208,0.0861
17542,0.1226,0.2037,0.0811
17544,0.0909,0.1943,0.1034
17546,0.0847,0.1811,0.0964
17548,0.0718,0.1396,0.0679
17550,0.0622,0.1271,0.0649
17552,0.0639,0.1091,0.0452
17554,0.0334,0.074,0.0406
17556,0.0324,0.0816,0.0492
17558,0.019,0.0725,0.0535
17560,0.0179,0.0035,-0.0144
17562,0.0168,0.057,0.0402
17564,-0.0036,0.0237,0.0273
17566,-0.0094,0.0129,0.0223
17568,-0.0173,0.0242,0.0414
17570,-0.0198,-0.0127,0.0071
17572,-0.0417,-0.0057,0.036
17574,-0.0437,-0.0242,0.0195
17576,-0.0464,-0.0319,0.0145
17578,-0.024,-0.0301,-0.0061
17580,-0.0224,-0.0157,0.0067
17582,-0.0344,-0.0487,-0.0143
17584,-0.0462,-0.0396,0.0066
17586,-0.0286,-0.0328,-0.0042
17588,-0.0451,-0.0202,0.0249
17590,-0.0394,-0.0522,-0.0128
17592,-0.0161,-0.031,-0.0149
17594,-0.0486,-0.0278,0.0207
17596,-0.0447,-0.0618,-0.017
17598,-0.0505,-0.0276,0.0229
17600,-0.0147,-0.0016,0.0131
17602,0.0291,0.0812,0.0521
17604,0.1033,0.2124,0.1091
17606,0.2333,0.43,0.1967
17608,0.4297,0.7149,0.2852
17610,0.6403,1.0765,0.4362
17612,0.8631,1.4044,0.5413
17614,1.0515,1.6887,0.6372
17616,1.1041,1.8054,0.7014
17618,1.104,1.782,0.6779
17620,0.9723,1.6157,0.6434
17622,0.7893,1.2889,0.4996
17624,0.5846,0.9467,0.3621
17626,0.3402,0.5708,0.2305
17628,0.1773,0.2647,0.0874
17630,0.0275,0.0374,0.0099
17632,-0.0912,-0.075,0.0162
17634,-0.1158,-0.1326,-0.0168
17636,-0.1014,-0.1726,-0.0712
17638,-0.1231,-0.184,-0.0609
17640,-0.12,-0.1125,0.0075
17642,-0.0922,-0.0684,0.0239
17644,-0.0778,-0.0692,0.0086
17646,-0.0524,-0.0532,-0.0008
17648,-0.0191,-0.0199,-0.0007
17650,-0.0368,-0.0145,0.0222
17652,-0.0449,0.0079,0.0528
17654,-0.0407,-0.0067,0.0339
17656,-0.0047,0.0105,0.0152
17658,-0.0403,0.0142,0.0544
17660,-0.0257,-0.0008,0.0249
17662,0.0072,0.017,0.0098
17664,-0.0125,0.0262,0.0387
17666,0.0259,0.0248,-0.001
17668,-0.0132,0.0541,0.0673
17670,-0.0035,0.055,0.0585
17672,0.0029,0.0491,0.0462
17674,0.0466,0.0514,0.0048
17676,0.0245,0.0641,0.0396
17678,-0.0022,0.0809,0.0832
17680,0.0327,0.0861,0.0534
17682,0.025,0.0744,0.0494
17684,0.0275,0.0881,0.0606
17686,0.0262,0.0792,0.053
17688,0.0479,0.0797,0.0319
17690,0.0568,0.1221,0.0653
17692,0.0675,0.1306,0.0631
17694,0.05,0.1204,0.0704
17696,0.0829,0.1469,0.064
17698,0.0654,0.1251,0.0596
17700,0.0864,0.1527,0.0662
17702,0.0816,0.1652,0.0836
17704,0.0678,0.1723,0.1045
17706,0.076,0.1991,0.1232
17708,0.1032,0.2067,0.1034
17710,0.1101,0.2193,0.1092
17712,0.1096,0.2037,0.0941
17714,0.1267,0.2544,0.1277
17716,0.1246,0.2293,0.1047
17718,0.1482,0.2654,0.1172
17720,0.1398,0.2677,0.128
17722,0.1397,0.3085,0.1688
17724,0.166,0.2851,0.1191
17726,0.1679,0.3174,0.1495
17728,0.1901,0.3186,0.1284
17730,0.2055,0.3287,0.1232
17732,0.2044,0.3547,0.1503
17734,0.2129,0.3824,0.1696
17736,0.2071,0.3608,0.1537
17738,0.2116,0.3666,0.155
17740,0.2268,0.3666,0.1397
17742,0.2235,0.3986,0.1751
17744,0.2306,0.3813,0.1507
17746,0.2368,0.4183,0.1815
17748,0.2362,0.4214,0.1852
17750,0.2456,0.4131,0.1674
17752,0.2572,0.4165,0.1593
17754,0.2438,0.4035,0.1597
17756,0.2226,0.4059,0.1833
17758,0.2245,0.3967,0.1722
17760,0.24,0.4098,0.1698
17762,0.2283,0.3969,0.1686
17764,0.2158,0.3922,0.1765
17766,0.2121,0.3747,0.1626
17768,0.223,0.3652,0.1422
17770,0.2014,0.3623,0.1609
17772,0.1797,0.3484,0.1687
17774,0.1939,0.3358,0.1419
17776,0.1575,0.3312,0.1737
17778,0.1648,0.2763,0.1115
17780,0.1429,0.3011,0.1581
17782,0.1511,0.2881,0.137
17784,0.1247,0.2423,0.1176
17786,0.1188,0.232,0.1132
17788,0.1281,0.2173,0.0892
17790,0.1172,0.1905,0.0733
17792,0.0708,0.1841,0.1134
17794,0.1187,0.175,0.0563
17796,0.0678,0.1762,0.1084
17798,0.0538,0.1497,0.0959
17800,0.0542,0.1419,0.0877
17802,0.0645,0.0981,0.0335
17804,0.0374,0.0951,0.0577
17806,0.0322,0.0914,0.0592
17808,0.0265,0.0589,0.0324
17810,0.0259,0.0772,0.0513
17812,0.0316,0.0377,0.0061
17814,-0.0136,0.0412,0.0548
17816,-0.0015,0.0606,0.0621
17818,-0.0132,0.0557,0.0689
17820,-0.0117,0.0264,0.0381
17822,-0.008,0.0239,0.032
17824,-0.0153,0.0227,0.038
17826,-0.0242,-0.0045,0.0197
17828,-0.0292,-0.0377,-0.0086
17830,-0.0213,-0.0125,0.0088
17832,-0.0197,-0.0383,-0.0186
17834,-0.0477,0.008,0.0557
17836,-0.0116,-0.0203,-0.0086
17838,-0.0339,-0.002,0.0319
17840,-0.0443,-0.0348,0.0095
17842,-0.0407,-0.0442,-0.0034
17844,-0.0594,-0.0186,0.0408
17846,-0.0134,-0.0343,-0.0209
17848,-0.0625,-0.0367,0.0258
17850,-0.0392,-0.0375,0.0017
17852,-0.024,-0.0381,-0.0141
17854,-0.0354,-0.0232,0.0122
17856,-0.0268,-0.0193,0.0075
17858,-0.0536,-0.0243,0.0293
17860,-0.0515,-0.0345,0.0171
17862,-0.0534,-0.0267,0.0267
17864,-0.0524,-0.0393,0.0131
17866,-0.0689,-0.0627,0.0062
17868,-0.0447,-0.0108,0.0339
17870,-0.0354,-0.0521,-0.0167
17872,-0.0431,-0.0516,-0.0085
17874,-0.0662,-0.0422,0.024
17876,-0.053,-0.0309,0.0221
17878,-0.036,-0.065,-0.0289
17880,-0.0672,-0.0341,0.0331
17882,-0.0536,-0.0638,-0.0102
17884,-0.0617,-0.0363,0.0253
17886,-0.0389,-0.0327,0.0061
17888,-0.0449,-0.0245,0.0204
17890,-0.0638,-0.0522,0.0116
17892,-0.0442,-0.037,0.0073
17894,-0.0547,-0.0371,0.0176
17896,-0.0459,-0.0253,0.0207
17898,-0.0386,-0.0699,-0.0313
17900,-0.0587,-0.07,-0.0113
17902,-0.0556,-0.0374,0.0182
17904,-0.0564,-0.0512,0.0052
17906,-0.029,-0.0646,-0.0356
17908,-0.0692,-0.05,0.0191
17910,-0.0677,-0.0274,0.0403
17912,-0.0339,-0.0291,0.0048
17914,-0.0577,-0.0408,0.0169
17916,-0.0662,-0.0428,0.0234
17918,-0.0551,-0.0436,0.0116
17920,-0.0435,-0.0405,0.003
17922,-0.0631,-0.0371,0.0259
17924,-0.0495,-0.0422,0.0073
17926,-0.028,-0.0479,-0.0199
17928,-0.0447,-0.0565,-0.0118
17930,-0.0601,-0.0404,0.0196
17932,-0.0725,-0.0688,0.0037
17934,-0.0566,-0.0346,0.0221
17936,-0.0433,-0.04,0.0033
17938,-0.0486,-0.0273,0.0213
17940,-0.048,-0.0622,-0.0143
17942,-0.0403,-0.0399,0.0004
17944,-0.0336,-0.0298,0.0038
17946,-0.0386,-0.0588,-0.0202
17948,-0.0327,-0.0349,-0.0022
17950,-0.0614,-0.0378,0.0236
17952,-0.0642,-0.0466,0.0176
17954,-0.0418,-0.0169,0.0249
17956,-0.0595,-0.04,0.0195
17958,-0.0368,-0.0348,0.002
17960,-0.0801,-0.0493,0.0309
17962,-0.0328,-0.0594,-0.0266
17964,-0.0446,-0.0566,-0.012
17966,-0.048,-0.0362,0.0118
17968,-0.0477,-0.0386,0.0091
17970,-0.0492,-0.022,0.0272
17972,-0.0278,-0.0394,-0.0116
17974,-0.0477,-0.0385,0.0092
17976,-0.0463,-0.0684,-0.0221
17978,-0.0292,-0.0321,-0.0029
17980,-0.0527,-0.0152,0.0375
17982,-0.0407,-0.0184,0.0222
17984,-0.0467,-0.0366,0.0101
17986,-0.0504,-0.0405,0.0099
17988,-0.0355,-0.0486,-0.0131
17990,-0.0562,-0.0259,0.0302
17992,-0.0428,-0.0502,-0.0074
17994,-0.0361,-0.0259,0.0102
17996,-0.0431,-0.0248,0.0183
17998,-0.0394,-0.0322,0.0072
18000,-0.0539,-0.0461,0.0078
18002,-0.0584,-0.0375,0.0208
18004,-0.0425,-0.0598,-0.0172
18006,-0.0292,-0.0457,-0.0165
18008,-0.0477,-0.0552,-0.0075
18010,-0.055,-0.0429,0.0121
18012,-0.0534,-0.0354,0.018
18014,-0.0598,-0.0497,0.0101
18016,-0.0728,-0.0465,0.0264
18018,-0.0555,-0.0302,0.0252
18020,-0.0549,-0.053,0.0019
18022,-0.0698,-0.0531,0.0167
18024,-0.0613,-0.0473,0.014
18026,-0.0619,-0.0379,0.024
